Id,genome_size,contigs,n50,ST,Insertion,ompK36,ompK35,Source,Source_edited,Source_summarised,Host,Country,Year,resistance_genes,plasmids,Organism,Strain
GCF_000764615,5990738,5,5317001,15,,1,1,Blood,blood,blood,Homo sapiens,Nepal,2011,"aadA2,armA,aac(6')Ib-cr,strB,strA,fosA,msr(E),mph(E),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,QnrB66,tet(D),blaCTX-M-15,blaOXA-1,blaSHV-28,blaNDM-1,blaCTX-M-15,blaNDM-1,blaNDM-1,catA1,catB3","IncFIB(pKPHS1),IncFIB(Mar),IncFIB(K),IncFII(K),IncHI1B",Klebsiella pneumoniae,PMK1
GCF_000764635,5564935,9,5040645,-,,1,1,soldier combat wound,wound,other,Homo sapiens,USA,2012,"strB,strA,aac(3)-IIa,aadA2,fosA,sul1,dfrA12,oqxB,oqxA,tet(A),blaSHV-28,blaTEM-1B,blaCTX-M-15,catA1","IncR,ColRNAI",Klebsiella pneumoniae,BAMC 07-18
GCF_000766125,5242964,159,79370,268,,1,1,blood,blood,blood,,Malaysia,2013,"fosA,oqxA,oqxB,blaSHV-11","FIA(pBK30683),ColRNAI",Klebsiella pneumoniae,349
GCF_000773875,5469353,52,392725,199,,1,1,wound,wound,other,Homo sapiens,USA,2009,"strA,aac(6')Ib-cr,strB,aac(3)-IIa,fosA,ere(A),sul2,sul1,dfrA14,dfrA5,QnrB66,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaSHV-12,blaCTX-M-15,blaGES-5,blaOXA-1,catB3,catA1","Col(MGD2),IncFII(K),FIA(pBK30683),ColRNAI,IncX3,IncHI1B,IncQ1,IncFIB(K)",Klebsiella pneumoniae MRSN 1319,MRSN 1319
GCF_000775375,5695223,4,5574202,258,,1,0,urine,urine,urine,Homo sapiens,USA,2013,"aac(6')-Ib,aadA1,strB,strA,fosA,sul2,dfrA14,oqxA,oqxB,aac(6')Ib-cr,blaKPC-3,blaKPC-3,blaSHV-11,blaKPC-3,blaOXA-9,blaTEM-1A","ColRNAI,FIA(pBK30683)",Klebsiella pneumoniae subsp. pneumoniae,KPNIH33
GCF_000775395,5858308,4,5515525,258,,1,0,perirectal swab,perirectal swab,stool,,USA,2013,"aph(3')-Ia,aadA2,aac(6')-Ib,aac(6')-Ib,aadA1,aac(6')-Ib,strB,strA,fosA,mph(A),sul1,sul2,dfrA12,dfrA14,aac(6')Ib-cr,oqxA,oqxB,aac(6')Ib-cr,aac(6')Ib-cr,blaSHV-11,blaKPC-3,blaOXA-9,blaTEM-1A,blaSHV-12,catA1","IncX3,ColRNAI,IncFIB(K),IncFII(K),FIA(pBK30683)",Klebsiella pneumoniae subsp. pneumoniae,KPNIH32
GCF_000775955,5118878,1,5118878,17,,1,1,blood from patient with pneumonia,blood,blood,Homo sapiens,China,2013,"fosA,oqxB,oqxA,blaSHV-11",,Klebsiella pneumoniae,XH209
GCF_000783515,5546488,3,5333411,1263,,1,1,urine cath,urine catether,other,Homo sapiens,USA,2013,"strB,strA,fosA,oqxA,oqxB","IncFIB(K),IncFII(K),FIA(pBK30683)",Klebsiella pneumoniae,FDAARGOS_84
GCF_000784945,5520596,3,5298647,1518,,1,1,perirectal swab,perirectal swab,stool,Homo sapiens,USA,2013,"aac(6')-Ib,aadA1,fosA,dfrA14,aac(6')Ib-cr,oqxA,oqxB,blaSHV-1,blaKPC-3,blaOXA-9,blaTEM-1A","IncFIB(K),IncN,IncHI1B",Klebsiella pneumoniae subsp. pneumoniae,KPNIH29
GCF_000784985,5484149,4,5306618,258,GD,1,0,perirectal swab,perirectal swab,stool,Homo sapiens,USA,2013,"aadA1,aac(6')-Ib,fosA,sul1,dfrA1,aac(6')Ib-cr,blaKPC-2,blaSHV-11,blaOXA-9,blaTEM-1A","IncFIB(pQil),IncFII(K),IncN,ColRNAI",Klebsiella pneumoniae subsp. pneumoniae,KPNIH30
GCF_000785005,5473580,4,5228295,392,,1,1,urine,urine,urine,Homo sapiens,USA,2013,"aac(6')-Ib,aac(6')Ib-cr,aac(6')-Ib,fosA,dfrA14,aac(6')Ib-cr,aac(6')Ib-cr,aac(6')Ib-cr,oqxA,oqxB,QnrB66,tet(A),blaCTX-M-15,blaSHV-11,blaOXA-1,blaKPC-2,blaCTX-M-15,catB3","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae subsp. pneumoniae,KPNIH31
GCF_000785625,5716134,72,420159,29,,1,1,sputum from patient with respiratory,sputum,sputum,Homo sapiens,China,2013,"fosA,sul1,dfrA1,oqxA,oqxB,QnrS1,tet(A),blaCTX-M-14,blaTEM-1B,blaCTX-M-15,blaSHV-83","IncFII,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,XDR
GCF_000786375,6161067,12,5584553,-,,1,1,Pus,pus,other,Homo sapiens,Malaysia,2014,"ARR-3,aac(6')Ib-cr,fosA,mph(A),mph(A),mph(A),sul1,sul1,sul1,sul1,dfrA1,dfrA1,QnrS1,oqxA,oqxB,aac(6')Ib-cr,tet(A),tet(A),tet(C),blaKPC-6,blaKPC-6,blaLEN16,blaCTX-M-15,blaTEM-1C,blaOXA-1,catB3","IncFII(pCRY),IncFII(K),ColRNAI,IncX3,IncFIA(HI1),IncFII,IncFIB(K),IncFII(Yp)",Klebsiella pneumoniae,223/14
GCF_000787995,5570720,42,326240,395,,1,1,wound,wound,other,Homo sapiens,USA,2006,"aac(3)-IIa,aadA1,strB,strA,fosA,sul2,dfrA1,oqxA,oqxB,blaSHV-11,blaTEM-1B,blaCTX-M-15,catA1","IncR,IncQ1,IncFII(K),ColRNAI",Klebsiella pneumoniae,101488
GCF_000788005,5575268,56,334906,-,,1,1,wound,wound,other,Homo sapiens,USA,2007,"strA,aac(6')Ib-cr,aac(3)-IIa,strB,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,blaTEM-1B,blaSHV-28,blaOXA-1,blaCTX-M-15,catB3","IncR,IncFIB(K),ColpVC,IncFII,FIA(pBK30683)",Klebsiella pneumoniae,101712
GCF_000788015,5725870,87,221044,258,,1,0,,,,,,,"aph(3')-Ia,aadA2,aac(6')-Ib,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaOXA-9,blaTEM-1A,blaSHV-11,blaKPC-3,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae subsp. pneumoniae,ATCC 13883
GCF_000788025,5590832,67,275360,3,,1,0,Severe Trauma Site,severe trauma site,other,Homo sapiens,USA,,"fosA,oqxA,oqxB,blaSHV-1","IncFIA(HI1),IncFIB(K),pSM22,IncFII(pCoo),ColRNAI",Klebsiella pneumoniae,4640
GCF_000805735,6023590,106,135950,323,,0,1,Rectal swab,rectal swab,stool,,Brazil,2013,"ARR-5,aac(6')-Iq,aac(3)-IIa,aadA1,aadA2,fosA,sul1,dfrA16,dfrA8,oqxB,QnrA1,oqxA,tet(D),blaSHV-99,blaTEM-15,blaCARB-2,blaCTX-M-2,blaNDM-1,catA1","IncA/C2,IncFIB(pKPHS1),IncHI1B,IncFIB(K),IncFIB(Mar)",Klebsiella pneumoniae,CCBH13327
GCF_000807395,5620801,4,5344430,258,,1,0,Excreted bodily substance,bodily fluid,other,Homo sapiens,USA,2010,"aadA1,aac(6')-Ib,aac(3)-IVa,aph(4)-Ia,aadA2,aph(3')-Ia,aac(6')-Ib,aadA2,fosA,mph(A),sul3,sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,aac(6')Ib-cr,blaSHV-11,blaKPC-2,blaOXA-9,blaTEM-1A,cmlA1,catA1","IncR,IncFIB(K),IncFII(K)",Klebsiella pneumoniae,32192
GCF_000807475,5602072,16,3099419,258,,1,0,Bodily fluid,bodily fluid,other,Homo sapiens,USA,2012,"aadA2,aac(6')-Ib,aac(6')-Ib,aph(4)-Ia,aac(3)-IVa,strA,strB,aadA1,aadA2,aac(6')Ib-cr,aac(3)-IIa,fosA,sul2,sul1,dfrA14,aac(6')Ib-cr,aac(6')Ib-cr,oqxB,oqxA,QnrB66,aac(6')Ib-cr,tet(A),blaTEM-1A,blaOXA-9,blaKPC-2,blaTEM-1B,blaCTX-M-15,blaSHV-11,blaOXA-1,cmlA1,catB3","IncFIB(pKPHS1),IncR,IncFII(K),ColRNAI",Klebsiella pneumoniae,38544
GCF_000807495,5508625,19,510586,258,,1,0,Bodily fluid,bodily fluid,other,Homo sapiens,USA,2012,"aac(6')-Ib,aadA2,aadA2,aadA1,aac(3)-IVa,aph(4)-Ia,fosA,sul3,sul1,aac(6')Ib-cr,oqxB,oqxA,blaKPC-2,blaSHV-11,blaOXA-9,blaTEM-1A,cmlA1","IncR,ColRNAI",Klebsiella pneumoniae,38547
GCF_000807515,5705808,5,5310235,392,,1,1,Bodily fluid,bodily fluid,other,Homo sapiens,Colombia,2012,"aph(3')-VIa,aacA29,aadA2,strA,strB,aac(3)-IIa,aac(6')Ib-cr,fosA,mph(E),msr(E),sul2,sul1,sul2,dfrA14,QnrB66,oqxB,oqxA,aac(6')Ib-cr,tet(A),blaNDM-1,blaCTX-M-15,blaSHV-11,blaCARB-2,blaTEM-1B,blaCTX-M-15,blaOXA-1,catB3,cmlA1,catB3","IncA/C2,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,6234
GCF_000809125,5858158,355,148633,-,,1,1,rectal swab,rectal swab,stool,Homo sapiens,Singapore,2013,"aac(3)-IIa,aac(6')Ib-cr,strB,strA,fosA,sul2,dfrA1,dfrA14,aac(6')Ib-cr,QnrB66,oqxA,oqxB,QnrS1,tet(A),blaTEM-1B,blaSHV-1,blaNDM-1,blaNDM-1,blaCTX-M-15,blaOXA-1,catB3","Col(MGD2),IncFII(pCRY),IncFII(K),ColRNAI,IncFIA(HI1),IncN2,IncFIB(K)",Klebsiella pneumoniae JT4,JT4
GCF_000812525,5676118,160,92718,490,,1,1,Water from farm,water from farm,environment,,Malaysia,2014,"fosA,oqxA,oqxB,blaSHV-1","Col(MGD2),ColRNAI,IncFIB(K),IncFII(K),IncFIB(Mar)",Klebsiella pneumoniae,GN8
GCF_000813205,5329385,1,5329385,86,,1,1,,,,,,,"fosA,fosA,oqxB,oqxA,blaSHV-1",,Klebsiella pneumoniae HK787,HK787
GCF_000814305,5649912,5,5313576,258,,1,0,Bodily fluid,bodily fluid,other,Homo sapiens,USA,2011,"aadA2,aph(3')-Ia,aac(6')-Ib,aadA2,aadA1,aac(6')-Ib,aadA2,aph(4)-Ia,aac(3)-IVa,fosA,mph(A),sul1,sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,aac(6')Ib-cr,blaSHV-11,blaTEM-1A,blaOXA-9,blaSHV-12,blaKPC-2,catA1,cmlA1","IncX3,IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,34618
GCF_000814805,5341039,1,5341039,65,,1,1,,,,Homo sapiens,Taiwan,2002,"fosA,oqxB,oqxA,blaSHV-11",,Klebsiella pneumoniae subsp. pneumoniae 1158,1158
GCF_000817855,5738717,75,295611,147,,1,1,blood,blood,blood,Homo sapiens,Australia,2012,"aac(6'),strB,aac(3)-IIa,aac(6')Ib-cr,strA,fosA,sul1,dfrA1,QnrA1,oqxA,oqxB,QnrS1,aac(6')Ib-cr,tet(A),blaCTX-M-15,blaIMP-14,blaSHV-11,blaTEM-1B,blaOXA-1,catB3,catA2","IncFIB(pKPHS1),IncR,IncA/C2,ColRNAI",Klebsiella pneumoniae,ST147
GCF_000818615,5554042,63,282380,485,,1,0,urine,urine,urine,Homo sapiens,Australia,2014,"aac(6')Ib-cr,aac(3)-IIa,fosA,QnrB1,aac(6')Ib-cr,tet(A),blaCMY-2,blaSHV-27,blaCTX-M-15,blaOXA-1,catB3","IncL/M(pMU407),IncI1",Klebsiella pneumoniae,ST485
GCF_000820445,5509425,154,104592,12,,1,1,,,,,,,"fosA,oqxB,oqxA,blaSHV-11","IncR,IncFIB(K)",Klebsiella pneumoniae,
GCF_000821365,5426655,89,270496,16,,1,1,,,,,,,"aadA2,aph(3')-Ia,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,blaSHV-1,blaCTX-M-15,blaOXA-1,blaTEM-1B","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,
GCF_000821385,5654379,229,129786,512,GD,1,0,,,,,,,"aph(3')-Ia,aadA2,aac(6')-Ib,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaKPC-3,blaOXA-9,blaSHV-11,catA1","IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821405,5732166,224,117088,512,GD,1,0,,,,,,,"aph(3')-Ia,aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaKPC-3,blaSHV-11,catA1","IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821425,5675227,259,83250,512,GD,1,0,,,,,,,"aac(6')-Ib,aadA2,aph(3')-Ia,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaSHV-11,blaKPC-3,blaTEM-1A,blaOXA-9","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821445,5780340,169,207270,512,GD,1,0,,,,,,,"aadA2,aph(3')-Ia,aac(6')-Ib,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaTEM-1A,blaKPC-3,blaOXA-9,blaSHV-11,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821465,5527733,72,170339,307,,1,1,,,,,,,"aac(3)-IIa,aac(6')Ib-cr,strB,strA,fosA,sul2,dfrA14,oqxA,oqxB,aac(6')Ib-cr,QnrB66,blaOXA-1,blaSHV-28,blaTEM-1B,blaCTX-M-15,catB3","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,
GCF_000821485,5556556,105,123770,258,,1,0,,,,,,,"aadA5,aac(6')-Ib,fosA,sul2,dfrA17,oqxA,oqxB,aac(6')Ib-cr,blaCTX-M-1,blaSHV-12,blaKPC-2","IncX3,IncI1,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821505,5553246,181,71940,-,,1,0,,,,,,,"aadA5,aac(6')-Ib,fosA,sul2,dfrA17,oqxA,oqxB,aac(6')Ib-cr,blaLEN12,blaCTX-M-1,blaKPC-2","IncX3,IncI1,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821525,5554071,84,148744,258,,1,0,,,,,,,"aac(6')-Ib,aadA5,fosA,sul2,dfrA17,aac(6')Ib-cr,oqxB,oqxA,blaSHV-11,blaCTX-M-1,blaKPC-2","IncX3,IncI1,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821545,5324195,80,126780,-,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-1",,Klebsiella pneumoniae,
GCF_000821565,5473575,120,304482,976,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-27","IncFII,IncFIB(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821585,5451150,91,245982,37,TD,1,1,,,,,,,"armA,aadA1,aac(3)-IIa,aac(6')-Ib,fosA,mph(E),sul1,dfrA5,aac(6')Ib-cr,oqxA,oqxB,blaTEM-1B,blaOXA-1,blaOXA-9,blaCTX-M-3,blaSHV-11,catA1","IncFIB(pKPHS1),IncR,IncFII,ColRNAI",Klebsiella pneumoniae,
GCF_000821605,5492080,127,109319,307,,1,1,,,,,,,"aac(3)-IIa,aac(6')Ib-cr,strA,fosA,sul2,dfrA14,oqxB,oqxA,aac(6')Ib-cr,QnrB66,tet(A),blaOXA-1,blaSHV-28,blaCTX-M-15,blaTEM-206,catB3","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821625,5524333,112,188234,15,,1,1,,,,,,,"aac(6')Ib-cr,aac(3)-IIa,strB,strA,fosA,sul2,dfrA14,oqxB,oqxA,aac(6')Ib-cr,tet(A),blaSHV-28,blaCTX-M-15,blaTEM-1B,catB3","IncFII,IncFIB(K),IncR,FIA(pBK30683)",Klebsiella pneumoniae,
GCF_000821645,5729484,269,70549,15,,1,0,,,,,,,"aac(6')Ib-cr,strA,strB,fosA,sul2,dfrA14,aac(6')Ib-cr,QnrB66,oqxA,oqxB,blaCTX-M-15,blaOXA-1,blaTEM-1B,blaSHV-28","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821665,5661331,228,132212,1631,,1,1,,,,,,,"fosA,oqxB,oqxA,blaSHV-11","IncR,IncFIB(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821685,5669000,198,85828,240,,1,1,,,,,,,"fosA,blaSHV-36","Col(MGD2),IncFII(pKPX1),IncFII,IncFIA(HI1),IncFIB(pKPHS1)",Klebsiella pneumoniae,
GCF_000821705,5406195,75,200314,1625,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-28","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,
GCF_000821725,5546915,270,39451,258,,1,0,,,,,,,"aadA5,aac(6')-Ib,fosA,sul2,dfrA17,oqxA,oqxB,aac(6')Ib-cr,blaSHV-12,blaCTX-M-1,blaKPC-2","IncX3,IncI1,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821745,5696544,205,92157,258,,1,0,,,,,,,"aac(6')-Ib,aadA5,aph(3')-Ia,fosA,sul1,dfrA17,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaKPC-2,blaSHV-5","IncX3,ColRNAI,IncFIB(K),IncFII(K),IncB/O/K/Z",Klebsiella pneumoniae,
GCF_000821765,5325490,47,326575,35,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-33",,Klebsiella pneumoniae,
GCF_000821785,5432552,59,155285,35,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-33","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821805,5518805,126,128158,45,,1,1,,,,,,,"fosA,oqxA,oqxB,tet(D),blaSHV-1",IncFIB(pKPHS1),Klebsiella pneumoniae,
GCF_000821825,5624622,111,213547,37,TD,1,1,,,,,,,"strA,strB,fosA,sul1,sul2,dfrA5,oqxA,oqxB,blaLEN12,blaCTX-M-15,catA1","IncR,IncFII(K),ColRNAI,IncFIB(pKPHS1),IncX4,IncFIB(K)",Klebsiella pneumoniae,
GCF_000821845,5511086,85,145360,512,GD,1,0,,,,,,,"aac(6')-Ib,aadA2,fosA,sul1,aac(6')Ib-cr,oqxB,oqxA,blaKPC-3,blaSHV-11","IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821865,5766588,240,82417,512,GD,1,0,,,,,,,"aac(6')-Ib,aadA2,aph(3')-Ia,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaKPC-3,blaOXA-9,blaSHV-11,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821885,5750994,128,181738,512,GD,1,0,,,,,,,"aadA2,aph(3')-Ia,aac(6')-Ib,fosA,mph(A),dfrA12,oqxA,oqxB,aac(6')Ib-cr,blaSHV-11,blaTEM-1A,blaOXA-9,blaKPC-3,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821905,5539119,54,327876,466,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-33","IncFIB(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821925,5447586,68,174224,405,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-76",,Klebsiella pneumoniae,
GCF_000821945,5614249,64,210880,37,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-11","IncFIB(K),ColRNAI",Klebsiella pneumoniae,
GCF_000821965,5432377,73,275151,323,,1,1,,,,,,,"strA,aac(6')Ib-cr,aac(3)-IIa,strB,sul2,dfrA14,QnrB66,oqxA,oqxB,aac(6')Ib-cr,tet(A),blaSHV-99,blaTEM-1B,blaCTX-M-15,blaOXA-1,catB3","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,
GCF_000821985,5366007,105,276589,395,,1,0,,,,,,,"aac(6')Ib-cr,fosA,dfrA1,QnrS1,oqxB,oqxA,aac(6')Ib-cr,tet(A),blaSHV-11,blaCTX-M-15,catA1",IncR,Klebsiella pneumoniae,
GCF_000822005,5641921,67,409029,307,,1,1,,,,,,,"aac(3)-IIa,aac(6')Ib-cr,strB,strA,fosA,sul2,dfrA14,oqxB,oqxA,aac(6')Ib-cr,QnrB66,blaSHV-28,blaCTX-M-15,blaOXA-1,blaTEM-1B,catB3","IncHI1B,IncFIB(K),IncFII(K),IncFIB(Mar)",Klebsiella pneumoniae,
GCF_000822025,5422634,57,217574,16,,1,1,,,,,,,"aac(6')Ib-cr,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaSHV-1,blaCTX-M-15,blaOXA-1,catB3","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822045,5739627,112,173638,512,GD,1,0,,,,,,,"aadA2,aph(3')-Ia,aac(6')-Ib,fosA,mph(A),dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaSHV-11,blaKPC-3,blaTEM-1A,blaOXA-9,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822065,5715137,135,136252,512,GD,1,0,,,,,,,"aadA2,aac(6')-Ib,aph(3')-Ia,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaSHV-11,blaTEM-1A,blaOXA-9,blaKPC-3,catA1","IncFIB(pQil),IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822085,5721374,183,226594,512,GD,1,0,,,,,,,"aph(3')-Ia,aac(6')-Ib,fosA,mph(A),dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaTEM-1A,blaSHV-11,catA1","IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822105,5220182,36,243027,160,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-11",,Klebsiella pneumoniae,
GCF_000822125,5397266,101,164718,395,,1,0,,,,,,,"aac(6')Ib-cr,aac(3)-IIa,fosA,sul1,dfrA1,aac(6')Ib-cr,QnrS1,oqxB,oqxA,blaSHV-11,blaTEM-1B,blaCTX-M-15,catB3,catA1",IncR,Klebsiella pneumoniae,
GCF_000822145,5430126,46,360221,323,,1,1,,,,,,,"strA,strB,aac(3)-IIa,fosA,sul2,dfrA14,QnrB66,oqxB,oqxA,tet(A),blaSHV-99,blaTEM-1B,blaCTX-M-15,blaOXA-1,catB3","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,
GCF_000822165,5653209,121,253907,512,GD,1,0,,,,,,,"aadA24,aac(6')-Ib,aac(6')Ib-cr,aac(3)-IIa,aadA2,fosA,aac(6')Ib-cr,aac(6')Ib-cr,oqxB,oqxA,blaOXA-9,blaTEM-1A,blaSHV-11,blaKPC-3,blaTEM-12","IncFIB(pQil),IncA/C2,IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822185,5277120,58,201724,147,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-11",,Klebsiella pneumoniae,
GCF_000822205,5570749,77,254934,258,,1,0,,,,,,,"aac(6')Ib-cr,fosA,oqxB,oqxA,aac(6')Ib-cr,blaKPC-2,blaSHV-11","IncX3,IncFIB(K),IncFII(K)",Klebsiella pneumoniae,
GCF_000822225,5357256,75,211421,1626,,1,1,,,,,,,"fosA,oqxB,oqxA,blaSHV-52","IncFIB(K),IncHI1B",Klebsiella pneumoniae,
GCF_000822245,5494449,142,96301,268,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-11","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,
GCF_000822265,5479998,56,201306,321,,1,1,,,,,,,"fosA,oqxB,oqxA,blaSHV-99","IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822285,5712711,134,211015,258,,1,0,,,,,,,"aadA2,strA,strB,aph(3')-Ia,aac(6')Ib-cr,aac(6')-Ib,aac(3)-IIa,fosA,sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,QnrA1,aac(6')Ib-cr,blaKPC-2,blaSHV-11,blaOXA-1,catA2","IncR,IncFII(K),ColRNAI,IncX3,IncFII,IncFIB(K)",Klebsiella pneumoniae,
GCF_000822305,5510067,255,39511,466,,1,1,,,,,,,"strB,strA,fosA,sul2,dfrA14,oqxA,oqxB,blaSHV-33","IncFIB(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822325,5627486,129,129590,258,,1,0,,,,,,,"aac(3)-IIa,aac(6')-Ib,strA,aac(6')Ib-cr,aadA2,strB,fosA,sul1,dfrA12,aac(6')Ib-cr,aac(6')Ib-cr,oqxB,oqxA,QnrA1,blaKPC-2,blaOXA-1,blaSHV-11,catA2,catB3","IncX3,IncR,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822345,5698474,315,40517,-,,1,0,,,,,,,"aph(3')-Ia,strA,strB,aadA2,aac(6')-Ib,fosA,sul1,dfrA12,oqxB,QnrA1,oqxA,aac(6')Ib-cr,blaKPC-2,blaSHV-11,catA2","IncR,IncFII(K),ColRNAI,IncFII,IncX3,IncFIB(K)",Klebsiella pneumoniae,
GCF_000822365,5681840,308,51897,512,,1,0,,,,,,,"aac(6')-Ib,aadA2,fosA,mph(A),sul1,oqxA,oqxB,aac(6')Ib-cr,blaOXA-9,blaTEM-1A,blaKPC-3,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822385,5627015,196,112348,45,,1,1,,,,,,,"aac(3)-IIa,strB,aadA1,fosA,sul1,sul2,dfrA1,oqxB,oqxA,tet(A),blaCTX-M-15,blaSHV-1","IncFIB(pQil),IncFII,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822405,5499339,312,30304,147,,1,1,,,,,,,"aadA2,strB,strA,fosA,sul1,dfrA12,QnrA1,oqxA,oqxB,tet(A),blaSHV-11,blaCTX-M-15,catA2","IncFIB(pKPHS1),IncR,ColRNAI",Klebsiella pneumoniae,
GCF_000822425,5509648,147,207778,1627,,1,0,,,,,,,"aadA1,aac(6')Ib-cr,aac(3)-IIa,fosA,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaTEM-1A,blaCTX-M-15,blaOXA-1,catB3","IncR,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,
GCF_000822445,5501021,232,92145,1243,,1,1,,,,,,,"fosA,oqxB,oqxA,blaSHV-1","IncR,IncFIB(K),IncFII(K)",Klebsiella pneumoniae,
GCF_000822465,5366290,212,74558,416,,1,1,,,,,,,"fosA,oqxA,oqxB,blaSHV-14","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,
GCF_000822485,5248689,62,172324,1628,,1,1,,,,,,,"fosA,oqxB,blaSHV-11",,Klebsiella pneumoniae,
